Date,Year,Month,WaterYear,TWtrGooseSE_sgrassQ_level,TWtrGooseSE_sgrassQ_flags,TWtrGooseSE_sgrassUNESCO_Q_level,TWtrGooseSE_sgrass,TWtrGooseSE_sgrassMed,TWtrGooseSE_sgrassAvg,TWtrGooseSE_sgrassMin,TWtrGooseSE_sgrassMax
2016-06-02,2016,Jun,2015-2016,1,,2,13.016,13.049,13.0559166666667,12.727,13.353
2016-06-03,2016,Jun,2015-2016,1,,2,12.799,12.941,12.8673697916667,12.413,13.112
2016-06-04,2016,Jun,2015-2016,1,,2,11.904,12.228,12.3010121527778,11.904,12.968
2016-06-05,2016,Jun,2015-2016,1,,2,12.485,12.252375,12.2506857638889,11.807,12.703
2016-06-06,2016,Jun,2015-2016,1,,2,12.558,12.639,12.5975399305556,12.243,13.016
2016-06-07,2016,Jun,2015-2016,1,,2,11.929,12.189,12.2466475694444,11.88,12.751
2016-06-08,2016,Jun,2015-2016,1,,2,12.292,12.337125,12.2278072916667,11.856,12.461
2016-06-09,2016,Jun,2015-2016,1,,2,12.316,12.449,12.5323472222222,12.243,13.04
2016-06-10,2016,Jun,2015-2016,1,,2,12.05,11.88,11.8893715277778,11.662,12.316
2016-06-11,2016,Jun,2015-2016,1,,2,13.112,12.648,12.5517395833333,12.025,13.161
2016-06-12,2016,Jun,2015-2016,1,,2,12.944,13.016,12.9832152777778,12.847,13.112
2016-06-13,2016,Jun,2015-2016,1,,2,12.799,12.947,13.0447309027778,12.799,13.377
2016-06-14,2016,Jun,2015-2016,1,,2,12.63,12.654,12.6703559027778,12.437,12.896
2016-06-15,2016,Jun,2015-2016,1,,2,12.823,12.763,12.7633663194444,12.509,13.064
2016-06-16,2016,Jun,2015-2016,1,,2,12.703,12.784,12.7717638888889,12.654,12.896
2016-06-17,2016,Jun,2015-2016,1,,2,12.847,12.742,12.8392847222222,12.63,13.161
2016-06-18,2016,Jun,2015-2016,1,,2,12.727,12.6,12.5869236111111,12.292,12.847
2016-06-19,2016,Jun,2015-2016,1,,2,12.992,13.164,13.1146371527778,12.678,13.425
2016-06-20,2016,Jun,2015-2016,1,,2,12.727,12.902,12.9735989583333,12.703,13.425
2016-06-21,2016,Jun,2015-2016,1,,2,12.871,12.968,12.9700625,12.739,13.112
2016-06-22,2016,Jun,2015-2016,1,,2,12.534,12.922625,12.9075642361111,12.534,13.064
2016-06-23,2016,Jun,2015-2016,1,,2,12.606,12.533875,12.5169236111111,12.292,12.678
2016-06-24,2016,Jun,2015-2016,1,,2,13.594,13.266,13.1061875,12.606,13.618
2016-06-25,2016,Jun,2015-2016,1,,2,13.353,13.377,13.3923489583333,13.281,13.594
2016-06-26,2016,Jun,2015-2016,1,,2,12.992,13.314,13.348328125,12.896,13.954
2016-06-27,2016,Jun,2015-2016,1,,2,13.69,13.392,13.3245798611111,12.847,13.906
2016-06-28,2016,Jun,2015-2016,1,,2,13.618,13.651,13.6735972222222,13.353,14.194
2016-06-29,2016,Jun,2015-2016,1,,2,13.882,13.84,13.9559444444444,13.497,14.745
2016-06-30,2016,Jun,2015-2016,1,,2,14.409,14.46,14.5207934027778,13.906,14.936
2016-07-01,2016,Jul,2015-2016,1,,2,14.337,14.403,14.4966319444444,14.122,15.055
2016-07-02,2016,Jul,2015-2016,1,,2,13.786,14.236,14.145734375,13.786,14.337
2016-07-03,2016,Jul,2015-2016,1,,2,13.93,13.771,13.8295833333333,13.618,14.098
2016-07-04,2016,Jul,2015-2016,1,,2,13.858,13.909,13.9189583333333,13.738,14.17
2016-07-05,2016,Jul,2015-2016,1,,2,13.834,13.951,13.9443680555556,13.642,14.337
2016-07-06,2016,Jul,2015-2016,1,,2,14.266,14.146,14.030375,13.473,14.433
2016-07-07,2016,Jul,2015-2016,1,,2,13.882,13.963,14.0028333333333,13.834,14.314
2016-07-08,2016,Jul,2015-2016,1,,2,13.786,13.801,13.801,13.618,13.954
2016-07-09,2016,Jul,2015-2016,1,,2,13.738,13.801,13.7929166666667,13.522,14.098
2016-07-10,2016,Jul,2015-2016,1,,2,14.05,13.972,13.939125,13.738,14.098
2016-07-11,2016,Jul,2015-2016,1,,2,13.978,13.978,13.9719583333333,13.834,14.098
2016-07-12,2016,Jul,2015-2016,1,,2,14.194,14.11,14.1082708333333,13.954,14.361
2016-07-13,2016,Jul,2015-2016,1,,2,14.433,14.361,14.422890625,14.146,14.84
2016-07-14,2016,Jul,2015-2016,1,,2,14.098,14.337,14.3208385416667,14.098,14.529
2016-07-15,2016,Jul,2015-2016,1,,2,14.266,14.278,14.3260138888889,14.098,14.673
2016-07-16,2016,Jul,2015-2016,1,,2,15.103,14.553,14.6923246527778,14.266,15.438
2016-07-17,2016,Jul,2015-2016,1,,2,14.816,15.411,15.417296875,14.816,15.796
2016-07-18,2016,Jul,2015-2016,1,,2,14.864,15.267125,15.1981180555556,14.697,15.485
2016-07-19,2016,Jul,2015-2016,1,,2,14.361,14.954,14.8703385416667,14.361,15.27
2016-07-20,2016,Jul,2015-2016,1,,2,14.457,14.505,14.5023819444444,14.098,14.888
2016-07-21,2016,Jul,2015-2016,1,,2,14.649,14.7535,14.7113402777778,14.409,15.055
2016-07-22,2016,Jul,2015-2016,1,,2,14.912,14.966,14.902078125,14.577,15.175
2016-07-23,2016,Jul,2015-2016,1,,2,14.84,14.864,14.8239583333333,14.649,14.9
2016-07-24,2016,Jul,2015-2016,1,,2,15.031,14.975,14.9417309027778,14.816,15.055
2016-07-25,2016,Jul,2015-2016,1,,2,14.385,14.529,14.5481284722222,14.17,15.0195
2016-07-26,2016,Jul,2015-2016,1,,2,14.673,14.463,14.4822013888889,14.146,14.96
2016-07-27,2016,Jul,2015-2016,1,,2,14.553,14.526,14.5788541666667,14.361,14.984
2016-07-28,2016,Jul,2015-2016,1,,2,14.745,14.685,14.7166180555556,14.529,14.984
2016-07-29,2016,Jul,2015-2016,1,,2,14.361,14.816,14.8697152777778,14.361,15.294
2016-07-30,2016,Jul,2015-2016,1,,2,14.05,14.17,14.2427204861111,13.978,14.816
2016-07-31,2016,Jul,2015-2016,1,,2,14.194,14.33425,14.3805555555556,14.05,14.673
2016-08-01,2016,Aug,2015-2016,1,,2,13.93,14.28675,14.2753541666667,13.882,14.697
2016-08-02,2016,Aug,2015-2016,1,,2,13.497,13.855,13.858078125,13.497,14.266
2016-08-03,2016,Aug,2015-2016,1,,2,13.57,13.449,13.4296649305556,13.064,13.714
2016-08-04,2016,Aug,2015-2016,1,,2,12.896,13.5065,13.4831145833333,12.871,14.146
2016-08-05,2016,Aug,2015-2016,1,,2,12.847,12.71475,12.7643211805556,12.437,13.185
2016-08-06,2016,Aug,2015-2016,1,,2,13.185,13.1,13.0802743055556,12.727,13.401
2016-08-07,2016,Aug,2015-2016,1,,2,13.112,13.097,13.0435989583333,12.63,13.449
2016-08-08,2016,Aug,2015-2016,1,,2,13.594,13.299,13.2800520833333,12.92,13.642
2016-08-09,2016,Aug,2015-2016,1,,2,13.954,13.999,13.9229583333333,13.377,14.577
2016-08-10,2016,Aug,2015-2016,1,,2,12.364,12.582,12.8576215277778,12.364,13.954
2016-08-11,2016,Aug,2015-2016,1,,2,13.69,13.257,13.0978020833333,12.364,13.786
2016-08-12,2016,Aug,2015-2016,1,,2,13.377,13.182,13.2285225694444,12.823,13.978
2016-08-13,2016,Aug,2015-2016,1,,2,13.786,14.047,13.954421875,13.305,14.673
2016-08-14,2016,Aug,2015-2016,1,,2,14.409,14.631,14.655078125,13.738,15.485
2016-08-15,2016,Aug,2015-2016,1,,2,13.882,14.074,14.1972274305556,13.762,14.84
2016-08-16,2016,Aug,2015-2016,1,,2,14.385,14.017,14.0251961805556,13.642,14.433
2016-08-17,2016,Aug,2015-2016,1,,2,13.281,13.311,13.4341319444444,13.016,14.385
2016-08-18,2016,Aug,2015-2016,1,,2,12.606,12.488,12.6174010416667,12.268,13.281
2016-08-19,2016,Aug,2015-2016,1,,2,11.832,11.868,11.9200729166667,11.759,12.727
2016-08-20,2016,Aug,2015-2016,1,,2,12.122,12.08,11.97753125,11.37,12.558
2016-08-21,2016,Aug,2015-2016,1,,2,11.783,12.186,12.1506302083333,11.783,12.437
2016-08-22,2016,Aug,2015-2016,1,,2,11.394,11.804375,11.8355711805556,11.394,12.461
2016-08-23,2016,Aug,2015-2016,1,,2,12.122,11.783,11.7090902777778,11.297,12.147
2016-08-24,2016,Aug,2015-2016,1,,2,12.316,11.955875,11.9757743055556,11.686,12.389
2016-08-25,2016,Aug,2015-2016,1,,2,11.637,11.452,11.5520052083333,11.321,12.316
2016-08-26,2016,Aug,2015-2016,1,,2,11.565,11.345625,11.3825763888889,11.2,11.637
2016-08-27,2016,Aug,2015-2016,1,,2,12.074,11.792,11.7895121527778,11.54,12.147
2016-08-28,2016,Aug,2015-2016,1,,2,12.268,12.476,12.4719270833333,12.086,12.775
2016-08-29,2016,Aug,2015-2016,1,,2,12.654,12.476,12.5080034722222,12.268,12.799
2016-08-30,2016,Aug,2015-2016,1,,2,12.074,12.5,12.4448402777778,12.074,12.654
2016-08-31,2016,Aug,2015-2016,1,,2,12.558,12.219,12.2752152777778,11.977,12.727
2016-09-01,2016,Sep,2015-2016,1,,2,12.582,12.555,12.5395138888889,12.437,12.63
2016-09-02,2016,Sep,2015-2016,1,,2,12.678,12.636,12.6264930555556,12.437,12.775
2016-09-03,2016,Sep,2015-2016,1,,2,12.63,12.727,12.7314236111111,12.582,12.944
2016-09-04,2016,Sep,2015-2016,1,,2,12.751,12.636,12.6396440972222,12.413,12.896
2016-09-05,2016,Sep,2015-2016,1,,2,12.944,12.929,12.8792621527778,12.703,12.968
2016-09-06,2016,Sep,2015-2016,1,,2,13.161,12.956,12.990046875,12.799,13.233
2016-09-07,2016,Sep,2015-2016,1,,2,12.968,13.158,13.0794045138889,12.896,13.209
2016-09-08,2016,Sep,2015-2016,1,,2,12.92,12.908,12.8084444444444,12.534,12.992
2016-09-09,2016,Sep,2015-2016,1,,2,12.678,13.067,12.9992881944444,12.678,13.401
2016-09-10,2016,Sep,2015-2016,1,,2,12.219,12.678,12.5841232638889,12.122,12.823
2016-09-11,2016,Sep,2015-2016,1,,2,12.268,12.264875,12.2462690972222,12.122,12.34
2016-09-12,2016,Sep,2015-2016,1,,2,12.485,12.44,12.4218732638889,12.268,12.63
2016-09-13,2016,Sep,2015-2016,1,,2,12.582,12.754,12.7619982638889,12.485,13.04
2016-09-14,2016,Sep,2015-2016,1,,2,12.727,12.712,12.6875190972222,12.509,12.896
2016-09-15,2016,Sep,2015-2016,1,,2,13.137,13.043,13.0433159722222,12.703,13.329
2016-09-16,2016,Sep,2015-2016,1,,2,12.799,12.859,12.9370659722222,12.703,13.329
2016-09-17,2016,Sep,2015-2016,1,,2,12.703,12.775,12.7225416666667,12.292,12.896
2016-09-18,2016,Sep,2015-2016,1,,2,12.34,12.482,12.5271302083333,12.316,12.751
2016-09-19,2016,Sep,2015-2016,1,,2,12.122,12.234,12.2138506944444,12.025,12.34
2016-09-20,2016,Sep,2015-2016,1,,2,12.292,12.268,12.2470659722222,12.122,12.34
2016-09-21,2016,Sep,2015-2016,1,,2,12.219,12.219,12.2269809027778,12.171,12.292
2016-09-22,2016,Sep,2015-2016,1,,2,12.001,12.147,12.1571770833333,12.001,12.268
2016-09-23,2016,Sep,2015-2016,1,,2,12.364,12.176625,12.2115086805556,11.953,12.63
2016-09-24,2016,Sep,2015-2016,1,,2,12.292,12.334,12.3245972222222,12.122,12.485
2016-09-25,2016,Sep,2015-2016,1,,2,11.88,12.013,12.0109305555556,11.686,12.292
2016-09-26,2016,Sep,2015-2016,1,,2,11.929,11.929,11.9398871527778,11.832,12.05
2016-09-27,2016,Sep,2015-2016,1,,2,11.419,11.516,11.5234826388889,11.419,11.929
2016-09-28,2016,Sep,2015-2016,1,,2,11.565,11.525,11.5397743055556,11.419,11.71
2016-09-29,2016,Sep,2015-2016,1,,2,11.565,11.565,11.568625,11.492,11.662
2016-09-30,2016,Sep,2015-2016,1,,2,11.71,11.652625,11.6497413194444,11.516,11.807
2016-10-01,2016,Oct,2016-2017,1,,2,11.734,11.692,11.6767777777778,11.443,11.832
2016-10-02,2016,Oct,2016-2017,1,,2,11.71,11.686,11.6554166666667,11.394,11.783
2016-10-03,2016,Oct,2016-2017,1,,2,11.394,11.422,11.4535208333333,11.346,11.71
2016-10-04,2016,Oct,2016-2017,1,,2,11.2,11.32725,11.3208715277778,11.2,11.382
2016-10-05,2016,Oct,2016-2017,1,,2,11.248,11.291,11.2720694444444,11.2,11.346
2016-10-06,2016,Oct,2016-2017,1,,2,11.248,11.1995,11.1567222222222,10.932,11.321
2016-10-07,2016,Oct,2016-2017,1,,2,11.443,11.39725,11.3762586805556,11.224,11.54
2016-10-08,2016,Oct,2016-2017,1,,2,11.37,11.394,11.4041267361111,11.346,11.565
2016-10-09,2016,Oct,2016-2017,1,,2,11.589,11.4915,11.4714947916667,11.248,11.613
2016-10-10,2016,Oct,2016-2017,1,,2,11.248,11.37,11.3913697916667,11.175,11.589
2016-10-11,2016,Oct,2016-2017,1,,2,10.932,10.813,10.8133333333333,10.516,11.248
2016-10-12,2016,Oct,2016-2017,1,"MV:10 of 24 missing:1 of 24 flagged",3,,10.522375,10.5576517497022,10.418,10.932
2016-10-13,2016,Oct,2016-2017,1,,9,,,,,
2016-10-14,2016,Oct,2016-2017,1,,9,,,,,
2016-10-15,2016,Oct,2016-2017,1,,9,,,,,
2016-10-16,2016,Oct,2016-2017,1,,9,,,,,
2016-10-17,2016,Oct,2016-2017,1,,9,,,,,
2016-10-18,2016,Oct,2016-2017,1,,9,,,,,
2016-10-19,2016,Oct,2016-2017,1,,9,,,,,
2016-10-20,2016,Oct,2016-2017,1,,9,,,,,
2016-10-21,2016,Oct,2016-2017,1,,9,,,,,
2016-10-22,2016,Oct,2016-2017,1,,9,,,,,
2016-10-23,2016,Oct,2016-2017,1,,9,,,,,
2016-10-24,2016,Oct,2016-2017,1,,9,,,,,
2016-10-25,2016,Oct,2016-2017,1,,9,,,,,
2016-10-26,2016,Oct,2016-2017,1,,9,,,,,
2016-10-27,2016,Oct,2016-2017,1,,9,,,,,
2016-10-28,2016,Oct,2016-2017,1,,9,,,,,
2016-10-29,2016,Oct,2016-2017,1,,9,,,,,
2016-10-30,2016,Oct,2016-2017,1,,9,,,,,
2016-10-31,2016,Oct,2016-2017,1,,9,,,,,
2016-11-01,2016,Nov,2016-2017,1,,9,,,,,
2016-11-02,2016,Nov,2016-2017,1,,9,,,,,
2016-11-03,2016,Nov,2016-2017,1,,9,,,,,
2016-11-04,2016,Nov,2016-2017,1,,9,,,,,
2016-11-05,2016,Nov,2016-2017,1,,9,,,,,
2016-11-06,2016,Nov,2016-2017,1,,9,,,,,
2016-11-07,2016,Nov,2016-2017,1,,9,,,,,
2016-11-08,2016,Nov,2016-2017,1,,9,,,,,
2016-11-09,2016,Nov,2016-2017,1,,9,,,,,
2016-11-10,2016,Nov,2016-2017,1,,9,,,,,
2016-11-11,2016,Nov,2016-2017,1,,9,,,,,
2016-11-12,2016,Nov,2016-2017,1,,9,,,,,
2016-11-13,2016,Nov,2016-2017,1,,9,,,,,
2016-11-14,2016,Nov,2016-2017,1,,9,,,,,
2016-11-15,2016,Nov,2016-2017,1,,9,,,,,
2016-11-16,2016,Nov,2016-2017,1,,9,,,,,
2016-11-17,2016,Nov,2016-2017,1,,9,,,,,
2016-11-18,2016,Nov,2016-2017,1,,9,,,,,
2016-11-19,2016,Nov,2016-2017,1,,9,,,,,
2016-11-20,2016,Nov,2016-2017,1,,9,,,,,
2016-11-21,2016,Nov,2016-2017,1,,9,,,,,
2016-11-22,2016,Nov,2016-2017,1,,9,,,,,
2016-11-23,2016,Nov,2016-2017,1,,9,,,,,
2016-11-24,2016,Nov,2016-2017,1,,9,,,,,
2016-11-25,2016,Nov,2016-2017,1,,9,,,,,
2016-11-26,2016,Nov,2016-2017,1,,9,,,,,
2016-11-27,2016,Nov,2016-2017,1,,9,,,,,
2016-11-28,2016,Nov,2016-2017,1,,9,,,,,
2016-11-29,2016,Nov,2016-2017,1,,9,,,,,
2016-11-30,2016,Nov,2016-2017,1,,9,,,,,
2016-12-01,2016,Dec,2016-2017,1,,9,,,,,
2016-12-02,2016,Dec,2016-2017,1,,9,,,,,
2016-12-03,2016,Dec,2016-2017,1,,9,,,,,
2016-12-04,2016,Dec,2016-2017,1,,9,,,,,
2016-12-05,2016,Dec,2016-2017,1,,9,,,,,
2016-12-06,2016,Dec,2016-2017,1,,9,,,,,
2016-12-07,2016,Dec,2016-2017,1,,9,,,,,
2016-12-08,2016,Dec,2016-2017,1,,9,,,,,
2016-12-09,2016,Dec,2016-2017,1,,9,,,,,
2016-12-10,2016,Dec,2016-2017,1,,9,,,,,
2016-12-11,2016,Dec,2016-2017,1,,9,,,,,
2016-12-12,2016,Dec,2016-2017,1,,9,,,,,
2016-12-13,2016,Dec,2016-2017,1,,9,,,,,
2016-12-14,2016,Dec,2016-2017,1,,9,,,,,
2016-12-15,2016,Dec,2016-2017,1,,9,,,,,
2016-12-16,2016,Dec,2016-2017,1,,9,,,,,
2016-12-17,2016,Dec,2016-2017,1,,9,,,,,
2016-12-18,2016,Dec,2016-2017,1,,9,,,,,
2016-12-19,2016,Dec,2016-2017,1,,9,,,,,
2016-12-20,2016,Dec,2016-2017,1,,9,,,,,
2016-12-21,2016,Dec,2016-2017,1,,9,,,,,
2016-12-22,2016,Dec,2016-2017,1,,9,,,,,
2016-12-23,2016,Dec,2016-2017,1,,9,,,,,
2016-12-24,2016,Dec,2016-2017,1,,9,,,,,
2016-12-25,2016,Dec,2016-2017,1,,9,,,,,
2016-12-26,2016,Dec,2016-2017,1,,9,,,,,
2016-12-27,2016,Dec,2016-2017,1,,9,,,,,
2016-12-28,2016,Dec,2016-2017,1,,9,,,,,
2016-12-29,2016,Dec,2016-2017,1,,9,,,,,
2016-12-30,2016,Dec,2016-2017,1,,9,,,,,
2016-12-31,2016,Dec,2016-2017,1,,9,,,,,
2017-01-01,2017,Jan,2016-2017,1,,9,,,,,
2017-01-02,2017,Jan,2016-2017,1,,9,,,,,
2017-01-03,2017,Jan,2016-2017,1,,9,,,,,
2017-01-04,2017,Jan,2016-2017,1,,9,,,,,
2017-01-05,2017,Jan,2016-2017,1,,9,,,,,
2017-01-06,2017,Jan,2016-2017,1,,9,,,,,
2017-01-07,2017,Jan,2016-2017,1,,9,,,,,
2017-01-08,2017,Jan,2016-2017,1,,9,,,,,
2017-01-09,2017,Jan,2016-2017,1,,9,,,,,
2017-01-10,2017,Jan,2016-2017,1,,9,,,,,
2017-01-11,2017,Jan,2016-2017,1,,9,,,,,
2017-01-12,2017,Jan,2016-2017,1,,9,,,,,
2017-01-13,2017,Jan,2016-2017,1,,9,,,,,
2017-01-14,2017,Jan,2016-2017,1,,9,,,,,
2017-01-15,2017,Jan,2016-2017,1,,9,,,,,
2017-01-16,2017,Jan,2016-2017,1,,9,,,,,
2017-01-17,2017,Jan,2016-2017,1,,9,,,,,
2017-01-18,2017,Jan,2016-2017,1,,9,,,,,
2017-01-19,2017,Jan,2016-2017,1,,9,,,,,
2017-01-20,2017,Jan,2016-2017,1,,9,,,,,
2017-01-21,2017,Jan,2016-2017,1,,9,,,,,
2017-01-22,2017,Jan,2016-2017,1,,9,,,,,
2017-01-23,2017,Jan,2016-2017,1,,9,,,,,
2017-01-24,2017,Jan,2016-2017,1,,9,,,,,
2017-01-25,2017,Jan,2016-2017,1,,9,,,,,
2017-01-26,2017,Jan,2016-2017,1,,9,,,,,
2017-01-27,2017,Jan,2016-2017,1,,9,,,,,
2017-01-28,2017,Jan,2016-2017,1,,9,,,,,
2017-01-29,2017,Jan,2016-2017,1,,9,,,,,
2017-01-30,2017,Jan,2016-2017,1,,9,,,,,
2017-01-31,2017,Jan,2016-2017,1,,9,,,,,
2017-02-01,2017,Feb,2016-2017,1,,9,,,,,
2017-02-02,2017,Feb,2016-2017,1,,9,,,,,
2017-02-03,2017,Feb,2016-2017,1,,9,,,,,
2017-02-04,2017,Feb,2016-2017,1,,9,,,,,
2017-02-05,2017,Feb,2016-2017,1,,9,,,,,
2017-02-06,2017,Feb,2016-2017,1,,9,,,,,
2017-02-07,2017,Feb,2016-2017,1,,9,,,,,
2017-02-08,2017,Feb,2016-2017,1,,9,,,,,
2017-02-09,2017,Feb,2016-2017,1,,9,,,,,
2017-02-10,2017,Feb,2016-2017,1,,9,,,,,
2017-02-11,2017,Feb,2016-2017,1,,9,,,,,
2017-02-12,2017,Feb,2016-2017,1,,9,,,,,
2017-02-13,2017,Feb,2016-2017,1,,9,,,,,
2017-02-14,2017,Feb,2016-2017,1,,9,,,,,
2017-02-15,2017,Feb,2016-2017,1,,9,,,,,
2017-02-16,2017,Feb,2016-2017,1,,9,,,,,
2017-02-17,2017,Feb,2016-2017,1,,9,,,,,
2017-02-18,2017,Feb,2016-2017,1,,9,,,,,
2017-02-19,2017,Feb,2016-2017,1,,9,,,,,
2017-02-20,2017,Feb,2016-2017,1,,9,,,,,
2017-02-21,2017,Feb,2016-2017,1,,9,,,,,
2017-02-22,2017,Feb,2016-2017,1,,9,,,,,
2017-02-23,2017,Feb,2016-2017,1,,9,,,,,
2017-02-24,2017,Feb,2016-2017,1,,9,,,,,
2017-02-25,2017,Feb,2016-2017,1,,9,,,,,
2017-02-26,2017,Feb,2016-2017,1,,9,,,,,
2017-02-27,2017,Feb,2016-2017,1,,9,,,,,
2017-02-28,2017,Feb,2016-2017,1,,9,,,,,
2017-03-01,2017,Mar,2016-2017,1,,9,,,,,
2017-03-02,2017,Mar,2016-2017,1,,9,,,,,
2017-03-03,2017,Mar,2016-2017,1,,9,,,,,
2017-03-04,2017,Mar,2016-2017,1,,9,,,,,
2017-03-05,2017,Mar,2016-2017,1,,9,,,,,
2017-03-06,2017,Mar,2016-2017,1,,9,,,,,
2017-03-07,2017,Mar,2016-2017,1,,9,,,,,
2017-03-08,2017,Mar,2016-2017,1,,9,,,,,
2017-03-09,2017,Mar,2016-2017,1,,9,,,,,
2017-03-10,2017,Mar,2016-2017,1,,9,,,,,
2017-03-11,2017,Mar,2016-2017,1,,9,,,,,
2017-03-12,2017,Mar,2016-2017,1,,9,,,,,
2017-03-13,2017,Mar,2016-2017,1,,9,,,,,
2017-03-14,2017,Mar,2016-2017,1,,9,,,,,
2017-03-15,2017,Mar,2016-2017,1,,9,,,,,
2017-03-16,2017,Mar,2016-2017,1,,9,,,,,
2017-03-17,2017,Mar,2016-2017,1,,9,,,,,
2017-03-18,2017,Mar,2016-2017,1,,9,,,,,
2017-03-19,2017,Mar,2016-2017,1,,9,,,,,
2017-03-20,2017,Mar,2016-2017,1,,9,,,,,
2017-03-21,2017,Mar,2016-2017,1,,9,,,,,
2017-03-22,2017,Mar,2016-2017,1,,9,,,,,
2017-03-23,2017,Mar,2016-2017,1,,9,,,,,
2017-03-24,2017,Mar,2016-2017,1,,9,,,,,
2017-03-25,2017,Mar,2016-2017,1,,9,,,,,
2017-03-26,2017,Mar,2016-2017,1,,9,,,,,
2017-03-27,2017,Mar,2016-2017,1,,9,,,,,
2017-03-28,2017,Mar,2016-2017,1,,9,,,,,
2017-03-29,2017,Mar,2016-2017,1,,9,,,,,
2017-03-30,2017,Mar,2016-2017,1,,9,,,,,
2017-03-31,2017,Mar,2016-2017,1,,9,,,,,
2017-04-01,2017,Apr,2016-2017,1,,9,,,,,
2017-04-02,2017,Apr,2016-2017,1,,9,,,,,
2017-04-03,2017,Apr,2016-2017,1,,9,,,,,
2017-04-04,2017,Apr,2016-2017,1,,9,,,,,
2017-04-05,2017,Apr,2016-2017,1,,9,,,,,
2017-04-06,2017,Apr,2016-2017,1,,9,,,,,
2017-04-07,2017,Apr,2016-2017,1,,9,,,,,
2017-04-08,2017,Apr,2016-2017,1,,9,,,,,
2017-04-09,2017,Apr,2016-2017,1,,9,,,,,
2017-04-10,2017,Apr,2016-2017,1,,9,,,,,
2017-04-11,2017,Apr,2016-2017,1,,9,,,,,
2017-04-12,2017,Apr,2016-2017,1,,9,,,,,
2017-04-13,2017,Apr,2016-2017,1,,9,,,,,
2017-04-14,2017,Apr,2016-2017,1,,9,,,,,
2017-04-15,2017,Apr,2016-2017,1,,9,,,,,
2017-04-16,2017,Apr,2016-2017,1,,9,,,,,
2017-04-17,2017,Apr,2016-2017,1,"MV:15 of 24 missing:1 of 24 flagged",3,9.077,9.176,9.125875,8.978,9.275
2017-04-18,2017,Apr,2016-2017,1,,2,9.768,9.768,9.59434895833333,9.077,10.259
2017-04-19,2017,Apr,2016-2017,1,,2,9.768,9.768,9.81495138888889,9.669,10.161
2017-04-20,2017,Apr,2016-2017,1,,2,9.571,9.768,9.80693229166667,9.571,10.259
2017-04-21,2017,Apr,2016-2017,1,,2,9.571,9.669,9.77411805555556,9.373,10.748
2017-04-22,2017,Apr,2016-2017,1,,2,9.965,9.7185,9.81345486111111,9.571,10.357
2017-04-23,2017,Apr,2016-2017,1,,2,9.866,10.161,10.2244565972222,9.866,10.651
2017-04-24,2017,Apr,2016-2017,1,,2,10.455,10.014,10.1561857638889,9.768,10.846
2017-04-25,2017,Apr,2016-2017,1,,2,10.161,10.34475,10.3566354166667,9.866,10.944
2017-04-26,2017,Apr,2016-2017,1,,2,10.259,10.1365,10.17171875,10.063,10.357
2017-04-27,2017,Apr,2016-2017,1,,2,10.455,10.259,10.1504791666667,9.472,10.748
2017-04-28,2017,Apr,2016-2017,1,,2,10.455,10.455,10.5004791666667,10.161,10.846
2017-04-29,2017,Apr,2016-2017,1,,2,9.866,10.063,10.1115711805556,9.866,10.651
2017-04-30,2017,Apr,2016-2017,1,,2,9.965,9.927875,9.90779340277778,9.669,10.063
2017-05-01,2017,May,2016-2017,1,,2,10.161,10.112,10.1177847222222,9.965,10.357
2017-05-02,2017,May,2016-2017,1,,2,9.965,10.063,10.0917430555556,9.866,10.455
2017-05-03,2017,May,2016-2017,1,,2,10.259,10.161,10.0970798611111,9.866,10.259
2017-05-04,2017,May,2016-2017,1,,2,10.259,10.259,10.2583194444445,10.063,10.455
2017-05-05,2017,May,2016-2017,1,,2,10.063,10.259,10.2518541666667,10.063,10.357
2017-05-06,2017,May,2016-2017,1,,2,9.965,10.09975,10.1312256944444,9.965,10.357
2017-05-07,2017,May,2016-2017,1,,2,10.063,10.161,10.1921354166667,9.965,10.553
2017-05-08,2017,May,2016-2017,1,,2,10.161,10.063,10.0914131944444,9.965,10.259
2017-05-09,2017,May,2016-2017,1,,2,10.259,10.161,10.2125520833333,10.063,10.455
2017-05-10,2017,May,2016-2017,1,,2,10.357,10.3325,10.3153159722222,10.161,10.455
2017-05-11,2017,May,2016-2017,1,,2,10.651,10.651,10.6263368055556,10.357,10.944
2017-05-12,2017,May,2016-2017,1,,2,10.944,10.83375,10.7851857638889,10.553,11.041
2017-05-13,2017,May,2016-2017,1,,2,10.748,10.846,10.861875,10.748,11.041
2017-05-14,2017,May,2016-2017,1,,2,10.748,10.846,10.8047152777778,10.553,10.944
2017-05-15,2017,May,2016-2017,1,,2,10.357,10.455,10.4155052083333,10.259,10.748
2017-05-16,2017,May,2016-2017,1,,2,10.455,10.455,10.4813298611111,10.259,10.748
2017-05-17,2017,May,2016-2017,1,,2,11.431,11.3825,11.1127777777778,10.455,11.528
2017-05-18,2017,May,2016-2017,1,,2,10.944,11.24825,11.2627552083333,10.944,11.528
2017-05-19,2017,May,2016-2017,1,,2,11.334,11.041,10.9882673611111,10.553,11.431
2017-05-20,2017,May,2016-2017,1,,2,12.401,12.11,12.0126197916667,11.334,13.076
